KEYID,SECTOR,NSTR,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,XFILES,ANUL
40154931,F7000,500,82796,27784,,194911,,277707,248218,,,2018
40154931,F7000,510,,,,190251,,190251,190251,,,2018
40154931,F7000,520,34628,5155,,,,34628,34628,,,2018
40154931,F7000,530,46728,21189,,4660,,51388,21899,,,2018
40154931,F7000,540,1440,1440,,,,1440,1440,,,2018
40155155,F7000,400,119108,,,,,119108,,,,2018
40155155,F7000,500,8434370,2597428,,110973,,8545343,3000171,,,2018
40155155,F7000,510,6116323,818677,,,,6116323,1041158,,,2018
40155155,F7000,520,139072,69085,,,,139072,75830,,,2018
40155155,F7000,530,390405,232784,,33969,,424374,262472,,,2018
40155155,F7000,540,1468936,1242521,,41737,,1510673,1363918,,,2018
40155155,F7000,590,319634,234361,,35267,,354901,256793,,,2018
40155161,F7000,300,2417476,,,341516,,2758992,,,,2018
40155161,F7000,500,1479610,51779,,,,1479610,78151,,,2018
40155161,F7000,510,1303307,20844,,,,1303307,34019,,,2018
40155161,F7000,520,120860,4253,,,,120860,6938,,,2018
40155161,F7000,530,49526,24509,,,,49526,32315,,,2018
40155161,F7000,550,5917,2173,,,,5917,4879,,,2018
40155178,F7000,200,11500,10660,,,11500,,,,,2018
40155178,F7000,220,11500,10660,,,11500,,,,,2018
40155178,F7000,400,91598,,,,,91598,,,,2018
40155178,F7000,500,3401405,597397,,297102,,3698507,730208,,,2018
40155178,F7000,510,2975618,403280,,258179,,3233797,488912,,,2018
40155178,F7000,530,291882,150472,,10010,,301892,168996,,,2018
40155178,F7000,550,,,,28913,,28913,1873,,,2018
40155178,F7000,590,133905,43645,,,,133905,70427,,,2018
40155209,F7000,200,27808,16943,,,,27808,21263,,,2018
40155209,F7000,220,27808,16943,,,,27808,21263,,,2018
40155209,F7000,500,2908135,1354047,,169577,1831896,1245816,439016,,,2018
40155209,F7000,530,65454,64068,,,65454,,,,,2018
40155209,F7000,550,2842681,1289979,,169577,1766442,1245816,439016,,,2018
40155244,F7000,500,40000,,,,,40000,,,,2018
40155244,F7000,510,40000,,,,,40000,,,,2018
40155327,F7000,400,130105,,,,,130105,,,,2018
40155327,F7000,500,432854,78905,,,,432854,78905,,,2018
40155327,F7000,510,432854,78905,,,,432854,78905,,,2018
40155652,F7000,100,755,,,,499,256,,,,2018
40155652,F7000,500,148470,,,,,148470,,,,2018
40155652,F7000,530,148470,,,,,148470,,,,2018
40155764,F7000,500,589022,,,163682,75194,677510,,,,2018
40155764,F7000,510,589022,,,163682,75194,677510,,,,2018
40155764,F7000,700,773699,,,,,773699,,,,2018
40155862,F7000,500,989613,268767,0,0,0,989613,293064,0,,2018
40155862,F7000,510,989613,268767,0,0,0,989613,293064,0,,2018
40155936,F7000,200,4550,2118,,,,4550,4144,,,2018
40155936,F7000,500,2514876,940705,,90175,31203,2573848,1075997,,,2018
40155936,F7000,510,1465225,437373,,,,1465225,482108,,,2018
40155936,F7000,530,1006584,466543,,69975,31203,1045356,553938,,,2018
40155936,F7000,590,43067,36789,,20200,,63267,39951,,,2018
40155942,F7000,200,150041,150041,,,,150041,150041,,,2018
40155942,F7000,300,9000635,,,6664954,6576124,9089465,,,,2018
40155942,F7000,400,1012901,,,149031,,1161932,,,,2018
40155942,F7000,500,1070625,806780,,228547,,1299172,901763,,,2018
40155942,F7000,520,122658,96831,,30897,,153555,112904,,,2018
40155942,F7000,530,578954,391659,,197650,,776604,442877,,,2018
40155942,F7000,540,16875,16775,,,,16875,16775,,,2018
40155942,F7000,590,352138,301515,,,,352138,329207,,,2018
40155942,F7000,700,4027097,799683,,6352951,,10380048,1024395,,,2018
40155994,F7000,200,8950,5494,,5500,,14450,5792,,,2018
40155994,F7000,220,8950,5494,,,,8950,5792,,,2018
40155994,F7000,230,,,,5500,,5500,,,,2018
40155994,F7000,500,24962922,16250,,44661,,25007583,104030,,,2018
40155994,F7000,520,24269457,,,,,24269457,59369,,,2018
40155994,F7000,540,693465,16250,,44661,,738126,44661,,,2018
40156516,F7000,200,,,,5000,,5000,,,,2018
40156516,F7000,230,,,,5000,,5000,,,,2018
40156516,F7000,300,4826514,,,4858900,4858900,4826514,,,,2018
40156516,F7000,400,37800,,,,,37800,,,,2018
40156516,F7000,500,14028682,,,,,14028682,,,,2018
40156516,F7000,520,4719922,,,,,4719922,,,,2018
40156516,F7000,530,9308760,,,,,9308760,,,,2018
40156580,F7000,200,6030,4171,,,,6030,4774,,,2018
40156580,F7000,230,6030,4171,,,,6030,4774,,,2018
40156580,F7000,500,2959413,1730174,,,730656,2228757,1172180,,,2018
40156580,F7000,520,200457,111454,,,12500,187957,107622,,,2018
40156580,F7000,530,2079400,1051360,,,88064,1991336,1021580,,,2018
40156580,F7000,540,615750,510193,,,615750,,,,,2018
40156580,F7000,550,14342,14342,,,14342,,,,,2018
40156580,F7000,590,49464,42825,,,,49464,42978,,,2018
40156686,F7000,400,347736,,,,,347736,,,,2018
40156686,F7000,500,24307607,6936639,0,1700153,,26007760,8580476,,,2018
40156686,F7000,510,14505268,2445030,,182399,,14687667,2920554,,,2018
40156686,F7000,530,2525423,1816330,,19300,,2544723,2085319,,,2018
40156686,F7000,540,7264059,2662422,,1498454,,8762513,3561746,,,2018
40156686,F7000,590,12857,12857,,,,12857,12857,,,2018
40156692,F7000,200,1622,881,,,,1622,1422,,,2018
40156692,F7000,400,7558,,,,,7558,,,,2018
40156692,F7000,500,8009026,1936978,,24806,,8033832,2206529,,,2018
40156692,F7000,510,7340537,1657553,,,,7340537,1867283,,,2018
40156692,F7000,520,287509,59906,,,,287509,73100,,,2018
40156692,F7000,530,262911,173577,,24806,,287717,203669,,,2018
40156692,F7000,540,101970,31812,,,,101970,46380,,,2018
40156692,F7000,590,16099,14130,,,,16099,16097,,,2018
40156746,F7000,100,1133,340,,,,1133,453,,,2018
40156746,F7000,300,,,,728251,,728251,,,,2018
40156746,F7000,400,740000,,,,,740000,,,,2018
40156746,F7000,500,801205,109942,,26776,,827981,160835,,,2018
40156746,F7000,520,633333,68853,,,,633333,100220,,,2018
40156746,F7000,530,131822,17449,,26776,,158598,32185,,,2018
40156746,F7000,590,36050,23640,,,,36050,28430,,,2018
40156864,F7000,400,264895,,,,,264895,,,,2018
40156864,F7000,500,593158,12342,,,,593158,43062,,,2018
40156864,F7000,540,55200,3834,,,,55200,13036,,,2018
40156864,F7000,590,537958,8508,,,,537958,30026,,,2018
40157199,F7000,100,89098,,,,,89098,,,,2018
40157199,F7000,200,174185,86042,,2000,,176185,139969,,,2018
40157199,F7000,210,68361,37531,,,,68361,47992,,,2018
40157199,F7000,220,3250,1734,,,,3250,2384,,,2018
40157199,F7000,230,102574,46777,,2000,,104574,89593,,,2018
40157199,F7000,300,32151143,,,9241176,6296263,35096056,,,,2018
40157199,F7000,400,319286,,,,,319286,,,,2018
40157199,F7000,500,41908332,20518024,,7208912,13047,49104197,24307870,,,2018
40157199,F7000,510,14629544,2333573,,,,14629544,2626164,,,2018
40157199,F7000,530,25198801,17543611,,6967655,13047,32153409,20668056,,,2018
40157199,F7000,540,1952095,538725,,213957,,2166052,898717,,,2018
40157199,F7000,590,127892,102115,,27300,,155192,114933,,,2018
40157272,F7000,500,1735733,514154,,51101,,1786834,637847,,,2018
40157272,F7000,510,1255964,272983,,9078,,1265042,336235,,,2018
40157272,F7000,530,375083,236488,,42023,,417106,293386,,,2018
40157272,F7000,540,13623,4484,,,,13623,7989,,,2018
40157272,F7000,590,91063,199,,,,91063,237,,,2018
40157318,F7000,400,13974,,,,,13974,,,,2018
40157318,F7000,500,865730,221355,,,,865730,247449,,,2018
40157318,F7000,510,684493,97475,,,,684493,112685,,,2018
40157318,F7000,530,181237,123880,,,,181237,134764,,,2018
40157728,F7000,200,43256,42648,,,,43256,43256,,,2018
40157728,F7000,230,30731,30731,,,,30731,30731,,,2018
40157728,F7000,400,37827,,,,,37827,,,,2018
40157728,F7000,500,16665294,7227455,,1253196,2547521,15370969,7658540,,,2018
40157728,F7000,510,1552950,403630,,270423,,1823373,330211,,,2018
40157728,F7000,520,1076473,511022,,1498,,1077971,401362,,,2018
40157728,F7000,530,452660,402001,,981275,9292,1424643,696361,,,2018
40157728,F7000,531,64959,55994,,,9292,55667,42360,,,2018
40157728,F7000,540,7859857,5117258,,,2020729,5839128,5191609,,,2018
40157728,F7000,550,661936,499080,,,517500,144436,77362,,,2018
40157728,F7000,570,5061418,294464,,,,5061418,961635,,,2018
40158063,F7000,200,4398,975,,5000,,9398,3188,,,2018
40158063,F7000,210,1148,516,,,,1148,729,,,2018
40158063,F7000,220,3250,459,,,,3250,1542,,,2018
40158063,F7000,230,,,,5000,,5000,917,,,2018
40158063,F7000,300,,,,742000,,742000,,,,2018
40158063,F7000,400,394312,,,,,394312,,,,2018
40158063,F7000,500,2631915,1388591,,251757,6774,2876898,1907571,,,2018
40158063,F7000,520,19219,19219,,,,19219,19219,,,2018
40158063,F7000,530,153824,94933,,221757,6774,368807,177659,,,2018
40158063,F7000,531,53114,41595,,5000,,58114,50875,,,2018
40158063,F7000,540,2458872,1274439,,30000,,2488872,1710693,,,2018
40158082,F7000,200,,,,5000,,5000,278,,,2018
40158082,F7000,230,,,,5000,,5000,278,,,2018
40158082,F7000,300,,,,667213,591652,75561,,,,2018
40158082,F7000,400,,,,716050,,716050,,,,2018
40158082,F7000,500,1170481,119755,,1160134,227222,2103393,239297,,,2018
40158082,F7000,530,334992,96050,,267940,45390,557542,124415,,,2018
40158082,F7000,540,826865,22747,,867752,181832,1512785,109053,,,2018
40158082,F7000,550,8624,958,,24442,,33066,5829,,,2018
40158357,F7000,200,48117,24152,,4039,,52156,34832,,,2018
40158357,F7000,230,26740,16902,,,,26740,19822,,,2018
40158357,F7000,500,1202240,401431,,49821,30151,1221910,504265,,,2018
40158357,F7000,510,910588,178435,,,,910588,248435,,,2018
40158357,F7000,530,99108,59375,,49821,30151,118778,63452,,,2018
40158357,F7000,540,77000,69300,,,,77000,77000,,,2018
40158357,F7000,590,115544,94321,,,,115544,115378,,,2018
40158455,F7000,200,3642752,2114091,,59433,32852,3669333,2281362,,,2018
40158455,F7000,220,2782,551,,13,,2795,896,,,2018
40158455,F7000,230,156843,150059,,59420,26588,189675,129379,,,2018
40158455,F7000,500,773961955,,284797052,18762501,15033797,777690659,,318028852,,2018
40158455,F7000,510,616401116,,205384504,13986998,,630388114,,230631548,,2018
40158455,F7000,530,50331498,,37055736,607993,,50939491,,40810981,,2018
40158455,F7000,540,15110763,,13880267,33576,196882,14947457,,14558401,,2018
40158455,F7000,550,322253,,275311,801,,323054,,286347,,2018
40158455,F7000,570,476121,,155551,262106,,738227,,247254,,2018
40158455,F7000,590,91320204,,28045683,3871027,14836915,80354316,,31494321,,2018
40158455,F7000,700,188102200,,,1324635,,189426835,,,,2018
40159176,F7000,500,8888888,95124,,1348455,1356898,8880445,162815,,,2018
40159176,F7000,520,3248038,3736,,,,3248038,7657,,,2018
40159176,F7000,530,4202255,77246,,1163982,14904,5351333,151519,,,2018
40159176,F7000,550,15417,,,184473,,199890,2882,,,2018
40159176,F7000,580,1341994,13633,,,1341994,,,,,2018
40159176,F7000,590,81184,509,,,,81184,757,,,2018
40159236,F7000,500,2515523,2342097,0,371322,1422918,1463927,1121211,,,2018
40159236,F7000,530,48488,26376,,31120,,79608,33357,,,2018
40159236,F7000,531,16745,8549,,,,16745,8549,,,2018
40159236,F7000,540,2447454,2310886,,340202,1422918,1364738,1083019,,,2018
40159236,F7000,590,19581,4835,,,,19581,4835,,,2018
40159638,F7000,400,6975,,,,,6975,,,,2018
40159638,F7000,500,190121,128351,,,,190121,136587,,,2018
40159638,F7000,510,164720,102950,,,,164720,111186,,,2018
40159638,F7000,530,16751,16751,,,,16751,16751,,,2018
40159638,F7000,590,8650,8650,,,,8650,8650,,,2018
40159704,F7000,200,3250,3088,,,,3250,3250,,,2018
40159704,F7000,220,3250,3088,,,,3250,3250,,,2018
40159704,F7000,500,1191678,554161,,21520,,1213198,686325,,,2018
40159704,F7000,540,174725,174725,,5000,,179725,175090,,,2018
40159704,F7000,570,1000834,375220,,,,1000834,500324,,,2018
40159704,F7000,590,16119,4216,,16520,,32639,10911,,,2018
40160268,F7000,500,597566,,,,,597566,,,,2018
40160268,F7000,510,597566,,,,,597566,,,,2018
40160305,F7000,200,735,,,,,735,,,,2018
40160564,F7000,500,17740,15742,,,,17740,17740,,,2018
40160564,F7000,520,17740,15742,,,,17740,17740,,,2018
40160618,F7000,400,18292,,,,,18292,,,,2018
40160618,F7000,500,2879202,375940,,30108,,2909310,473004,,,2018
40160618,F7000,510,2572655,281116,,30108,,2602763,359544,,,2018
40160618,F7000,520,21302,3096,,,,21302,7116,,,2018
40160618,F7000,530,33254,4321,,,,33254,9565,,,2018
40160618,F7000,590,251991,87407,,,,251991,96779,,,2018
40160624,F7000,200,3250,1517,,,,3250,2167,,,2018
40160624,F7000,220,3250,1517,,,,3250,2167,,,2018
40160624,F7000,300,,,,2279686,,2279686,,,,2018
40160624,F7000,500,6908582,3697273,,487307,245777,7150112,4999566,,,2018
40160624,F7000,530,6726440,3677747,,89875,179110,6637205,4960310,,,2018
40160624,F7000,540,135833,19526,,384483,66667,453649,27400,,,2018
40160624,F7000,590,46309,,,12949,,59258,11856,,,2018
40160890,F7000,200,14917,14813,,,,14917,14851,,,2018
40160890,F7000,210,1493,1389,,,,1493,1427,,,2018
40160890,F7000,230,13424,13424,,,,13424,13424,,,2018
40160890,F7000,500,370566,370566,,,,370566,370566,,,2018
40160890,F7000,530,193471,193471,,,,193471,193471,,,2018
40160890,F7000,531,49698,49698,,,,49698,49698,,,2018
40160890,F7000,590,177095,177095,,,,177095,177095,,,2018
40160920,F7000,200,2750,2139,,,2750,0,,,,2018
40160920,F7000,230,2750,2139,,,2750,,,,,2018
40160920,F7000,500,2547308,408692,,4620937,,7168245,751106,,,2018
40160920,F7000,530,2367197,333445,,4594853,,6962050,657111,,,2018
40160920,F7000,540,142083,46285,,,,142083,60493,,,2018
40160920,F7000,590,38028,28962,,26084,,64112,33502,,,2018
40161339,F7000,500,284011,57036,,152278,,436289,88918,,,2018
40161339,F7000,590,284011,57036,,152278,,436289,88918,,,2018
40161569,F7000,200,6500,3214,,,,6500,4261,,,2018
40161569,F7000,220,6500,3214,,,,6500,4261,,,2018
40161569,F7000,500,499663,253422,,,,499663,327171,,,2018
40161569,F7000,530,5200,2847,,,,5200,3680,,,2018
40161569,F7000,531,5200,2847,,,,5200,3680,,,2018
40161569,F7000,540,494463,250575,,,,494463,323491,,,2018
40161664,F7000,200,3570,2053,,,,3570,2703,,,2018
40161664,F7000,220,3570,2053,,,,3570,2703,,,2018
40161842,F7000,500,7230,7230,,,,7230,7230,,,2018
40161842,F7000,590,7230,7230,,,,7230,7230,,,2018
40161931,F7000,500,98864,97952,,,98864,,,,,2018
40161931,F7000,590,98864,97952,,,98864,,,,,2018
40162385,F7000,200,3250,237,,,,3250,643,,,2018
40162385,F7000,220,3250,237,,,,3250,643,,,2018
40162385,F7000,300,32375,,,,,32375,,,,2018
40162385,F7000,400,14412,,,,,14412,,,,2018
40162385,F7000,500,6473412,889293,,,85000,6388412,1382401,,,2018
40162385,F7000,510,2084668,343622,,,,2084668,402528,,,2018
40162385,F7000,530,1531714,193468,,,85000,1446714,255849,,,2018
40162385,F7000,540,2517150,256462,,,,2517150,611387,,,2018
40162385,F7000,550,339880,95741,,,,339880,112637,,,2018
40162652,F7000,500,120283,117303,,,110950,9333,7909,,,2018
40162652,F7000,530,120283,117303,,,110950,9333,7909,,,2018
40163048,F7000,200,21857,19826,,,,21857,20232,,,2018
40163048,F7000,220,3250,1219,,,,3250,1625,,,2018
40163048,F7000,230,18607,18607,,,,18607,18607,,,2018
40163048,F7000,500,2708845,1302533,,95178,,2804023,1756943,,,2018
40163048,F7000,540,2656218,1263877,,95178,,2751396,1712788,,,2018
40163048,F7000,590,52627,38656,,,,52627,44155,,,2018
40163210,F7000,200,6000,4321,,,5050,950,950,,,2018
40163210,F7000,220,5050,3371,,,5050,,,,,2018
40163210,F7000,230,950,950,,,,950,950,,,2018
40163210,F7000,500,331020,121405,,15257,,346277,182584,,,2018
40163210,F7000,520,70667,27103,,,,70667,31816,,,2018
40163210,F7000,530,132386,93034,,6175,,138561,104289,,,2018
40163210,F7000,550,116550,,,,,116550,38846,,,2018
40163210,F7000,590,11417,1268,,9082,,20499,7633,,,2018
40163226,F7000,200,16734,14877,,,,16734,15341,,,2018
40163226,F7000,220,7550,5693,,,,7550,6157,,,2018
40163226,F7000,230,9184,9184,,,,9184,9184,,,2018
40163226,F7000,500,2736037,2326260,,186679,0,2922716,2578301,,,2018
40163226,F7000,530,14974,14764,,,,14974,14764,,,2018
40163226,F7000,531,14974,14764,,,,14974,14764,,,2018
40163226,F7000,540,2703276,2294299,,186679,,2889955,2546340,,,2018
40163226,F7000,590,17787,17197,,,,17787,17197,,,2018
40163261,F7000,500,0,0,,,,0,0,,,2018
40163344,F7000,200,1785,422,,4370,1185,4970,528,,,2018
40163344,F7000,500,938514,580408,,7263,,945777,657473,,,2018
40163344,F7000,530,72537,72537,,7263,,79800,74554,,,2018
40163344,F7000,531,26098,26098,,,,26098,26098,,,2018
40163344,F7000,540,756308,415054,,,,756308,481103,,,2018
40163344,F7000,590,109669,92817,,,,109669,101816,,,2018
40163893,F7000,200,32686,32686,,,,32686,32686,,,2018
40163893,F7000,230,32432,32432,,,,32432,32432,,,2018
40163893,F7000,500,707581,198102,,,21775,685806,356161,,,2018
40163893,F7000,530,673821,198102,,,21775,652046,349409,,,2018
40163893,F7000,531,577491,181892,,,,577491,331291,,,2018
40163893,F7000,590,33760,,,,,33760,6752,,,2018
40164007,F7000,200,6000,2200,,,,6000,3400,,,2018
40164007,F7000,230,6000,2200,,,,6000,3400,,,2018
40164007,F7000,300,1221462,,,3432356,,4653818,,,,2018
40164007,F7000,400,253652,,,,,253652,,,,2018
40164007,F7000,500,1985120,561027,,2711836,,4696956,1010574,,,2018
40164007,F7000,530,1531350,455287,,1767671,,3299021,798631,,,2018
40164007,F7000,540,453770,105740,,944165,,1397935,211943,,,2018
40164036,F7000,200,28810,8491,,,,28810,9136,,,2018
40164036,F7000,210,24964,4669,,,,24964,5293,,,2018
40164036,F7000,230,2747,2747,,,,2747,2747,,,2018
40164036,F7000,400,19616,,,,,19616,,,,2018
40164036,F7000,500,2365709,1161863,,,,2365709,1263325,,,2018
40164036,F7000,510,864879,227167,,,,864879,254913,,,2018
40164036,F7000,520,40550,29770,,,,40550,32338,,,2018
40164036,F7000,530,1126387,783963,,,,1126387,839197,,,2018
40164036,F7000,590,333893,120963,,,,333893,136877,,,2018
40164266,F7000,200,3250,337,,,,3250,1422,,,2018
40164266,F7000,220,3250,337,,,,3250,1422,,,2018
40164266,F7000,500,341300,131796,,35000,,376300,190419,,,2018
40164266,F7000,540,341300,131796,,35000,,376300,190419,,,2018
40164289,F7000,400,,,,4755,,4755,,,,2018
40164289,F7000,500,44388,540,,2056916,,2101304,97114,,,2018
40164289,F7000,520,,,,380820,,380820,,,,2018
40164289,F7000,540,,,,1653633,,1653633,89318,,,2018
40164289,F7000,590,44388,540,,22463,,66851,7796,,,2018
40164384,F7000,200,3425,1313,,,,3425,1963,,,2018
40164384,F7000,220,3425,1313,,,,3425,1963,,,2018
40164384,F7000,500,45271,43344,,,,45271,43344,,,2018
40164384,F7000,530,45271,43344,,,,45271,43344,,,2018
40164444,F7000,100,7000,,,,7000,,,,,2018
40164444,F7000,200,18615,15351,0,7000,,25615,17216,0,,2018
40164444,F7000,210,2813,2744,,,,2813,2813,,,2018
40164444,F7000,230,9484,9484,,7000,,16484,10768,,,2018
40164444,F7000,500,208195,68037,,4858,,213053,115387,0,,2018
40164444,F7000,520,10322,10322,,,,10322,10322,,,2018
40164444,F7000,540,163392,48228,,4858,,168250,86914,,,2018
40164444,F7000,550,8407,1261,,,,8407,1261,,,2018
40164444,F7000,590,26074,8226,,,,26074,16890,,,2018
40164579,F7000,300,,,,42379,,42379,,,,2018
40164579,F7000,500,23366,23366,,,,23366,23366,,,2018
40164579,F7000,590,23366,23366,,,,23366,23366,,,2018
40165124,F7000,500,131067,80817,,,,131067,100268,,,2018
40165124,F7000,530,14547,14547,,,,14547,14547,,,2018
40165124,F7000,531,12645,12645,,,,12645,12645,,,2018
40165124,F7000,540,97258,47008,,,,97258,66459,,,2018
40165124,F7000,590,19262,19262,,,,19262,19262,,,2018
40165225,F7000,200,45589,,,,,45589,,,,2018
40165225,F7000,500,53953,10970,,,,53953,23444,,,2018
40165225,F7000,590,53953,10970,,,,53953,23444,,,2018
40165455,F7000,500,24143,24143,,,,24143,24143,,,2018
40165455,F7000,590,24143,24143,,,,24143,24143,,,2018
40165509,F7000,500,6833,6833,,,,6833,6833,,,2018
40165509,F7000,530,6833,6833,,,,6833,6833,,,2018
40165509,F7000,531,6833,6833,,,,6833,6833,,,2018
40166041,F7000,500,222910,204597,,,,222910,214412,,,2018
40166041,F7000,530,92477,83502,,,,92477,87714,,,2018
40166041,F7000,531,92477,83502,,,,92477,87714,,,2018
40166041,F7000,590,130433,121095,,,,130433,126698,,,2018
40166383,F7000,200,9990,9658,,,,9990,9719,,,2018
40166383,F7000,500,136432,87787,,,79347,57085,47386,,,2018
40166383,F7000,520,35463,19749,,,30343,5120,2770,,,2018
40166383,F7000,530,69913,51122,,,40346,29567,27225,,,2018
40166383,F7000,531,69913,51122,,,40346,29567,27225,,,2018
40166383,F7000,590,31056,16916,,,8658,22398,17391,,,2018
40166503,F7000,200,7500,2350,,,,7500,4846,,,2018
40166503,F7000,230,7500,2350,,,,7500,4846,,,2018
40166503,F7000,500,41858,27282,,29970,16083,55745,21839,,,2018
40166503,F7000,530,40223,27010,,29970,16083,54110,20751,,,2018
40166503,F7000,550,1635,272,,,,1635,1088,,,2018
40166532,F7000,500,22439,22439,,,,22439,22439,,,2018
40166532,F7000,530,22439,22439,,,,22439,22439,,,2018
40166911,F7000,200,2920,1430,,,,2920,2145,,,2018
40166911,F7000,220,2920,1430,,,,2920,2145,,,2018
40166992,F7000,400,353651,,,45000,,398651,,,,2018
40166992,F7000,500,6434128,2994156,,960248,74606,7319770,3663884,,,2018
40166992,F7000,510,2801679,960407,,,,2801679,1113373,,,2018
40166992,F7000,530,2118750,916814,,645248,,2763998,1227953,,,2018
40166992,F7000,540,1439093,1068401,,315000,,1754093,1322558,,,2018
40166992,F7000,590,74606,48534,,,74606,,,,,2018
40167106,F7000,500,98311,87601,,18657,4189,112779,87601,,,2018
40167106,F7000,530,94861,85651,,18657,2689,110829,85651,,,2018
40167106,F7000,531,,,,7322,,7322,,,,2018
40167106,F7000,590,3450,1950,,,1500,1950,1950,,,2018
40167129,F7000,500,96739,75151,,,,96739,75151,,,2018
40167129,F7000,520,22332,744,,,,22332,744,,,2018
40167129,F7000,530,31202,31202,,,,31202,31202,,,2018
40167129,F7000,590,43205,43205,,,,43205,43205,,,2018
40167230,F7000,200,3250,3250,,12348,3250,12348,1356,,,2018
40167230,F7000,220,3250,3250,,12348,3250,12348,1356,,,2018
40167230,F7000,300,249434,,,,249434,,,,,2018
40167230,F7000,400,49254,,,,,49254,,,,2018
40167230,F7000,500,1975604,1022326,,2276545,1243956,3008193,854387,,,2018
40167230,F7000,510,491069,221885,,907061,643826,754304,256310,,,2018
40167230,F7000,520,168261,57876,,,,168261,72187,,,2018
40167230,F7000,530,312809,225577,,588637,81322,820124,228561,,,2018
40167230,F7000,540,610882,373661,,714320,515882,809320,102657,,,2018
40167230,F7000,590,392583,143327,,66527,2926,456184,194672,,,2018
40167230,F7000,700,395301,94872,,,,395301,126496,,,2018
40167247,F7000,300,571171,,,,571171,,,,,2018
40167247,F7000,500,10273151,7588462,,1510946,,11784097,8146321,,,2018
40167247,F7000,530,1512901,1376492,,686680,,2199581,1412522,,,2018
40167247,F7000,540,8296337,5851919,,824266,,9120603,6353337,,,2018
40167247,F7000,590,463913,360051,,,,463913,380462,,,2018
40167267,F7000,100,1392,,,,,1392,,,,2018
40167282,F7000,500,20123,20123,,,,20123,20123,,,2018
40167282,F7000,530,20123,20123,,,,20123,20123,,,2018
40167282,F7000,531,11474,11474,,,,11474,11474,,,2018
40167690,F7000,500,421042,260264,,998343,,1419385,335250,,,2018
40167690,F7000,520,77500,77500,,,,77500,77500,,,2018
40167690,F7000,540,,,,825300,,825300,6878,,,2018
40167690,F7000,550,343542,182764,,173043,,516585,250872,,,2018
40168057,F7000,500,25655,24609,,,,25655,24883,,,2018
40168057,F7000,520,25655,24609,,,,25655,24883,,,2018
40168086,F7000,200,7117,4108,,23700,,30817,7564,,,2018
40168086,F7000,220,3250,241,,,,3250,374,,,2018
40168086,F7000,230,3867,3867,,23700,,27567,7190,,,2018
40168086,F7000,300,886478,,,,,886478,,,,2018
40168086,F7000,500,127355137,92391825,,105275,,127460412,96315022,,,2018
40168086,F7000,510,6948843,4265015,,35433,,6984276,4524928,,,2018
40168086,F7000,520,66128613,40457947,,20875,,66149488,43083877,,,2018
40168086,F7000,530,53494081,47075431,,19567,,53513648,48023373,,,2018
40168086,F7000,531,70207,60584,,,,70207,67222,,,2018
40168086,F7000,540,783600,593432,,29400,,813000,682844,,,2018
40168235,F7000,100,217399,,,41818,,259217,8763,,,2018
40168235,F7000,300,1091071,,,3986057,1824099,3253029,,,,2018
40168235,F7000,400,2201705,,,2445593,,4647298,,,,2018
40168235,F7000,500,3847978,,,2121607,,5969585,272422,,,2018
40168235,F7000,510,219408,,,1082072,,1301480,89556,,,2018
40168235,F7000,520,109897,,,9000,,118897,367,,,2018
40168235,F7000,530,856552,,,359526,,1216078,70420,,,2018
40168235,F7000,540,1095275,,,671009,,1766284,112079,,,2018
40168235,F7000,590,1566846,,,,,1566846,,,,2018
40168347,F7000,200,2500,2292,,,,2500,2292,,,2018
40168347,F7000,220,2500,2292,,,,2500,2292,,,2018
40168399,F7000,500,3290775,2541032,,13008,3303783,,,,,2018
40168399,F7000,510,132621,63528,,,132621,,,,,2018
40168399,F7000,520,50000,39996,,,50000,,,,,2018
40168399,F7000,530,2117204,1848663,,13008,2130212,,,,,2018
40168399,F7000,540,990950,588845,,,990950,,,,,2018
40168459,F7000,200,6325,5366,,,,6325,6325,,,2018
40168459,F7000,220,6325,5366,,,,6325,6325,,,2018
40168459,F7000,300,30800,,,2738593,2686425,82968,,,,2018
40168459,F7000,500,8353287,5459064,,2686425,263570,10776142,6421744,,,2018
40168459,F7000,520,64306,35712,,,,64306,38927,,,2018
40168459,F7000,530,8714,7564,,,,8714,8032,,,2018
40168459,F7000,531,8714,7564,,,,8714,8032,,,2018
40168459,F7000,540,8214085,5383925,,2686425,263570,10636940,6332615,,,2018
40168459,F7000,550,4520,1399,,,,4520,904,,,2018
40168459,F7000,590,61662,30464,,,,61662,41266,,,2018
40168502,F7000,200,3575,796,,,,3575,1242,,,2018
40168502,F7000,220,3575,796,,,,3575,1242,,,2018
40168502,F7000,500,557560,91000,,,,557560,56267,,,2018
40168502,F7000,540,557560,91000,,,,557560,56267,,,2018
40168614,F7000,300,65490,,,343,65833,,,,,2018
40168614,F7000,400,32152,,,,,32152,,,,2018
40168614,F7000,500,167097,79070,,65833,,232930,105857,,,2018
40168614,F7000,520,,,,65833,,65833,,,,2018
40168614,F7000,530,64158,21141,,,,64158,31433,,,2018
40168614,F7000,531,9992,9992,,,,9992,,,,2018
40168614,F7000,540,102939,57929,,,,102939,74424,,,2018
40168643,F7000,200,3250,1517,,,,3250,2167,,,2018
40168643,F7000,220,3250,1517,,,,3250,2167,,,2018
40168643,F7000,500,69245,54165,,,11064,58181,47993,,,2018
40168643,F7000,530,34763,33955,,,,34763,33955,,,2018
